Date,High,Low,Open,Close,Volume,Adj Close
2014-01-02,1227.300048828125,1204.300048828125,1204.300048828125,1225.0,209.0,1225.0
2014-01-03,1239.0,1221.699951171875,1221.699951171875,1238.4000244140625,142.0,1238.4000244140625
2014-01-06,1247.0,1221.9000244140625,1232.800048828125,1237.800048828125,127.0,1237.800048828125
2014-01-07,1242.4000244140625,1226.300048828125,1239.300048828125,1229.4000244140625,73.0,1229.4000244140625
2014-01-08,1227.5,1218.5999755859375,1227.5,1225.300048828125,189.0,1225.300048828125
2014-01-09,1229.300048828125,1225.800048828125,1225.800048828125,1229.300048828125,7.0,1229.300048828125
2014-01-10,1246.800048828125,1234.0,1235.0,1246.699951171875,58.0,1246.699951171875
2014-01-13,1252.699951171875,1245.5,1250.5999755859375,1250.9000244140625,46.0,1250.9000244140625
2014-01-14,1251.300048828125,1242.0,1251.0,1245.199951171875,37.0,1245.199951171875
2014-01-15,1243.199951171875,1238.0999755859375,1243.0999755859375,1238.0999755859375,68.0,1238.0999755859375
2014-01-16,1242.800048828125,1239.0,1239.300048828125,1240.0,48.0,1240.0
2014-01-17,1254.300048828125,1239.699951171875,1239.699951171875,1251.699951171875,101.0,1251.699951171875
2014-01-21,1257.5,1240.0,1256.4000244140625,1242.300048828125,224.0,1242.300048828125
2014-01-22,1242.0,1239.0,1241.699951171875,1239.0,58.0,1239.0
2014-01-23,1264.199951171875,1235.199951171875,1235.199951171875,1262.5999755859375,40.0,1262.5999755859375
2014-01-24,1269.4000244140625,1258.300048828125,1258.300048828125,1264.5,38.0,1264.5
2014-01-27,1264.4000244140625,1254.4000244140625,1259.800048828125,1263.5999755859375,92.0,1263.5999755859375
2014-01-28,1258.4000244140625,1251.0,1257.9000244140625,1251.0,20.0,1251.0
2014-01-29,1262.199951171875,1262.199951171875,1262.199951171875,1262.199951171875,137028.0,1262.199951171875
2014-01-30,1267.699951171875,1237.5,1267.0,1242.199951171875,45276.0,1242.199951171875
2014-01-31,1254.5,1238.4000244140625,1243.5999755859375,1240.0999755859375,5820.0,1240.0999755859375
2014-02-03,1266.300048828125,1241.199951171875,1242.4000244140625,1260.4000244140625,2914.0,1260.4000244140625
2014-02-04,1260.699951171875,1247.800048828125,1258.4000244140625,1251.699951171875,1745.0,1251.699951171875
2014-02-05,1273.699951171875,1253.0999755859375,1254.0,1257.300048828125,1616.0,1257.300048828125
2014-02-06,1267.0,1253.5,1258.0,1257.5999755859375,274.0,1257.5999755859375
2014-02-07,1271.4000244140625,1257.9000244140625,1258.300048828125,1263.300048828125,436.0,1263.300048828125
2014-02-10,1277.300048828125,1265.699951171875,1269.5999755859375,1274.800048828125,742.0,1274.800048828125
2014-02-11,1292.0,1273.800048828125,1274.0,1290.0999755859375,562.0,1290.0999755859375
2014-02-12,1296.199951171875,1285.5,1290.5,1295.300048828125,140.0,1295.300048828125
2014-02-13,1303.5,1287.5,1293.300048828125,1300.4000244140625,877.0,1300.4000244140625
2014-02-14,1320.699951171875,1301.699951171875,1301.699951171875,1319.0,308.0,1319.0
2014-02-18,1330.5999755859375,1313.9000244140625,1322.9000244140625,1324.699951171875,373.0,1324.699951171875
2014-02-19,1321.5999755859375,1309.0999755859375,1318.300048828125,1320.5999755859375,193.0,1320.5999755859375
2014-02-20,1323.5,1309.5999755859375,1310.699951171875,1317.0999755859375,116.0,1317.0999755859375
2014-02-21,1328.300048828125,1317.4000244140625,1320.0,1323.9000244140625,171.0,1323.9000244140625
2014-02-24,1339.0,1321.4000244140625,1324.300048828125,1338.300048828125,93.0,1338.300048828125
2014-02-25,1343.9000244140625,1333.0999755859375,1336.4000244140625,1343.0,290.0,1343.0
2014-02-26,1342.0,1325.5999755859375,1341.199951171875,1328.199951171875,485.0,1328.199951171875
2014-02-27,1335.0,1324.5999755859375,1329.300048828125,1331.5999755859375,369.0,1331.5999755859375
2014-02-28,1332.5999755859375,1321.0999755859375,1329.800048828125,1321.4000244140625,239.0,1321.4000244140625
2014-03-03,1354.0999755859375,1332.9000244140625,1335.9000244140625,1350.0999755859375,232.0,1350.0999755859375
2014-03-04,1350.4000244140625,1332.199951171875,1350.4000244140625,1337.800048828125,80.0,1337.800048828125
2014-03-05,1341.0,1334.800048828125,1334.800048828125,1340.199951171875,32.0,1340.199951171875
2014-03-06,1351.699951171875,1333.300048828125,1338.0,1351.699951171875,59.0,1351.699951171875
2014-03-07,1352.699951171875,1329.199951171875,1349.5,1338.0999755859375,97.0,1338.0999755859375
2014-03-10,1344.699951171875,1330.5,1336.0,1341.4000244140625,97.0,1341.4000244140625
2014-03-11,1352.4000244140625,1338.0999755859375,1340.0,1346.5,53.0,1346.5
2014-03-12,1370.5,1348.699951171875,1349.0999755859375,1370.300048828125,58.0,1370.300048828125
2014-03-13,1374.5,1366.5,1366.800048828125,1372.199951171875,23.0,1372.199951171875
2014-03-14,1386.5999755859375,1371.0999755859375,1376.0999755859375,1379.0,91.0,1379.0
2014-03-17,1391.4000244140625,1372.199951171875,1386.0999755859375,1372.9000244140625,29.0,1372.9000244140625
2014-03-18,1361.800048828125,1353.4000244140625,1359.300048828125,1359.0,35.0,1359.0
2014-03-19,1358.0,1332.699951171875,1357.0999755859375,1341.4000244140625,57.0,1341.4000244140625
2014-03-20,1333.699951171875,1325.800048828125,1333.699951171875,1330.5,72.0,1330.5
2014-03-21,1339.0999755859375,1335.800048828125,1339.0999755859375,1336.0,3.0,1336.0
2014-03-24,1333.0,1310.5,1333.0,1311.199951171875,103.0,1311.199951171875
2014-03-25,1315.5,1307.5,1315.5,1311.4000244140625,46.0,1311.4000244140625
2014-03-26,1315.199951171875,1303.4000244140625,1315.199951171875,1303.4000244140625,4.0,1303.4000244140625
2014-03-27,1294.699951171875,1294.699951171875,1294.699951171875,1294.699951171875,185016.0,1294.699951171875
2014-03-28,1299.4000244140625,1285.9000244140625,1292.199951171875,1293.800048828125,65486.0,1293.800048828125
2014-03-31,1298.800048828125,1282.4000244140625,1294.300048828125,1283.4000244140625,4121.0,1283.4000244140625
2014-04-01,1287.9000244140625,1277.300048828125,1285.0999755859375,1279.5999755859375,884.0,1279.5999755859375
2014-04-02,1294.0999755859375,1280.199951171875,1280.199951171875,1290.5,1099.0,1290.5
2014-04-03,1293.5,1282.699951171875,1290.800048828125,1284.4000244140625,775.0,1284.4000244140625
2014-04-04,1306.0999755859375,1284.4000244140625,1285.5,1303.199951171875,976.0,1303.199951171875
2014-04-07,1304.0,1296.300048828125,1301.4000244140625,1298.0,361.0,1298.0
2014-04-08,1314.0999755859375,1296.5999755859375,1296.5999755859375,1308.699951171875,264.0,1308.699951171875
2014-04-09,1313.5999755859375,1301.0999755859375,1309.5,1305.5,191.0,1305.5
2014-04-10,1323.800048828125,1311.199951171875,1311.800048828125,1320.0999755859375,127.0,1320.0999755859375
2014-04-11,1322.800048828125,1316.300048828125,1319.0,1318.699951171875,76.0,1318.699951171875
2014-04-14,1330.0,1320.0999755859375,1320.0999755859375,1327.199951171875,328.0,1327.199951171875
2014-04-15,1322.699951171875,1291.5,1322.699951171875,1300.0,238.0,1300.0
2014-04-16,1303.5,1295.0,1302.699951171875,1303.0999755859375,177.0,1303.0999755859375
2014-04-17,1303.0,1292.5,1300.0999755859375,1293.4000244140625,124.0,1293.4000244140625
2014-04-21,1299.199951171875,1283.800048828125,1290.0,1288.0,100.0,1288.0
2014-04-22,1291.5999755859375,1276.0,1289.199951171875,1280.5999755859375,100.0,1280.5999755859375
2014-04-23,1287.699951171875,1282.4000244140625,1284.300048828125,1284.199951171875,176.0,1284.199951171875
2014-04-24,1297.9000244140625,1272.4000244140625,1284.5999755859375,1290.5,522.0,1290.5
2014-04-25,1304.5999755859375,1293.800048828125,1293.800048828125,1300.699951171875,274.0,1300.699951171875
2014-04-28,1305.4000244140625,1293.0,1305.4000244140625,1298.9000244140625,388.0,1298.9000244140625
2014-04-29,1300.5,1289.0999755859375,1295.5,1296.0,904.0,1296.0
2014-04-30,1296.5,1286.5999755859375,1296.0,1295.5999755859375,181.0,1295.5999755859375
2014-05-01,1288.699951171875,1278.0,1288.699951171875,1283.0999755859375,25.0,1283.0999755859375
2014-05-02,1302.699951171875,1276.699951171875,1276.699951171875,1302.5999755859375,90.0,1302.5999755859375
2014-05-05,1314.199951171875,1305.5,1305.5999755859375,1309.0,31.0,1309.0
2014-05-06,1309.4000244140625,1306.9000244140625,1309.4000244140625,1308.300048828125,14.0,1308.300048828125
2014-05-07,1312.0,1288.0,1310.300048828125,1288.5999755859375,21.0,1288.5999755859375
2014-05-08,1291.5,1285.5,1291.5,1287.4000244140625,65.0,1287.4000244140625
2014-05-09,1287.300048828125,1287.300048828125,1287.300048828125,1287.300048828125,3.0,1287.300048828125
2014-05-12,1295.9000244140625,1281.199951171875,1282.0999755859375,1295.5999755859375,19.0,1295.5999755859375
2014-05-13,1295.5,1292.0,1295.5,1294.5999755859375,20.0,1294.5999755859375
2014-05-14,1306.9000244140625,1292.800048828125,1292.800048828125,1305.699951171875,25.0,1305.699951171875
2014-05-15,1302.5,1292.800048828125,1302.5,1293.5,27.0,1293.5
2014-05-16,1293.300048828125,1293.300048828125,1293.300048828125,1293.300048828125,8.0,1293.300048828125
2014-05-19,1293.699951171875,1293.699951171875,1293.699951171875,1293.699951171875,44.0,1293.699951171875
2014-05-20,1294.5,1290.0999755859375,1290.699951171875,1294.5,8.0,1294.5
2014-05-21,1288.0,1287.4000244140625,1287.4000244140625,1288.0,2.0,1288.0
2014-05-22,1295.0,1294.199951171875,1294.199951171875,1294.9000244140625,4.0,1294.9000244140625
2014-05-23,1293.4000244140625,1291.5999755859375,1293.199951171875,1291.5999755859375,3.0,1291.5999755859375
2014-05-27,1291.9000244140625,1265.4000244140625,1291.9000244140625,1265.4000244140625,25.0,1265.4000244140625
2014-05-28,1259.300048828125,1259.300048828125,1259.300048828125,1259.300048828125,168825.0,1259.300048828125
2014-05-29,1260.5999755859375,1250.9000244140625,1258.300048828125,1256.300048828125,38045.0,1256.300048828125
2014-05-30,1259.5999755859375,1241.800048828125,1255.0999755859375,1245.5999755859375,3839.0,1245.5999755859375
2014-06-02,1250.699951171875,1240.9000244140625,1250.0,1243.699951171875,774.0,1243.699951171875
2014-06-03,1247.5,1240.5,1244.0999755859375,1244.300048828125,654.0,1244.300048828125
2014-06-04,1248.800048828125,1242.699951171875,1245.0999755859375,1244.0,604.0,1244.0
2014-06-05,1256.5999755859375,1241.199951171875,1244.0,1253.0,1317.0,1253.0
2014-06-06,1256.5999755859375,1246.300048828125,1253.4000244140625,1252.0999755859375,381.0,1252.0999755859375
2014-06-09,1256.0999755859375,1252.5999755859375,1252.699951171875,1253.5,97.0,1253.5
2014-06-10,1262.300048828125,1251.0,1252.4000244140625,1259.800048828125,1007.0,1259.800048828125
2014-06-11,1264.4000244140625,1259.0999755859375,1259.9000244140625,1260.800048828125,128.0,1260.800048828125
2014-06-12,1274.5,1260.0,1260.0,1273.5999755859375,129.0,1273.5999755859375
2014-06-13,1274.699951171875,1271.300048828125,1272.5,1273.699951171875,145.0,1273.699951171875
2014-06-16,1282.0999755859375,1270.800048828125,1279.800048828125,1274.9000244140625,334.0,1274.9000244140625
2014-06-17,1272.800048828125,1260.9000244140625,1272.800048828125,1271.699951171875,819.0,1271.699951171875
2014-06-18,1272.699951171875,1267.4000244140625,1269.9000244140625,1272.4000244140625,143.0,1272.4000244140625
2014-06-19,1321.0,1277.199951171875,1277.199951171875,1313.699951171875,601.0,1313.699951171875
2014-06-20,1321.4000244140625,1306.800048828125,1321.4000244140625,1316.199951171875,254.0,1316.199951171875
2014-06-23,1318.0,1312.300048828125,1312.300048828125,1318.0,142.0,1318.0
2014-06-24,1325.5999755859375,1315.5999755859375,1315.5999755859375,1320.9000244140625,223.0,1320.9000244140625
2014-06-25,1323.4000244140625,1312.0,1315.300048828125,1322.199951171875,294.0,1322.199951171875
2014-06-26,1319.5999755859375,1312.4000244140625,1319.5999755859375,1316.0999755859375,1204.0,1316.0999755859375
2014-06-27,1320.9000244140625,1313.300048828125,1317.4000244140625,1319.0,625.0,1319.0
2014-06-30,1328.699951171875,1311.800048828125,1315.300048828125,1321.800048828125,744.0,1321.800048828125
2014-07-01,1331.4000244140625,1326.199951171875,1326.699951171875,1326.4000244140625,51.0,1326.4000244140625
